lat,lon,suburb,published_suburb
-34.5736,-58.4424,Colegiales,Colegiales
-34.6066,-58.4305,Almagro,Almagro
-34.5741,-58.4918,Villa Urquiza,Villa Urquiza
-34.6318,-58.4207,Boedo,Boedo
-34.6072,-58.43,Almagro,Almagro
-34.6086,-58.4208,Almagro,Almagro
-34.6218,-58.3714,San Telmo,San Telmo
-34.5996,-58.4041,Balvanera,Balvanera
-34.5909,-58.5073,Villa Devoto,Villa Devoto
-34.5886,-58.4216,Palermo,Palermo
-34.6085,-58.3781,Monserrat,Monserrat
-34.6273,-58.4309,Caballito,Caballito
-34.6063,-58.4203,Almagro,Almagro
-34.6061,-58.3989,Balvanera,Balvanera
-34.5842,-58.4724,Villa Ortúzar,Villa Ortúzar
-34.5908,-58.4051,Recoleta,Recoleta
-34.5719,-58.4886,Villa Urquiza,Villa Urquiza
-34.5925,-58.4113,Recoleta,Recoleta
-34.5842,-58.4201,Palermo,Palermo
-34.5976,-58.4167,Palermo,Palermo
-34.5977,-58.4266,Villa Crespo,Villa Crespo
-34.5957,-58.4532,Chacarita,Chacarita
-34.6031,-58.3993,Balvanera,Balvanera
-34.5968,-58.4426,Villa Crespo,Villa Crespo
-34.5961,-58.4064,Recoleta,Recoleta
-34.6088,-58.4491,Caballito,Caballito
-34.5916,-58.4227,Palermo,Palermo
-34.6005,-58.4312,Villa Crespo,Villa Crespo
-34.5991,-58.4133,Almagro,Almagro
-34.5524,-58.4978,Saavedra,Saavedra
-34.5984,-58.4843,Villa del Parque,Villa del Parque
-34.851,-58.0691,Villa Elisa,Villa Elisa
-34.5943,-58.3834,Retiro,Retiro
-34.6118,-58.4315,Caballito,Caballito
-34.6071,-58.4672,Villa General Mitre,Villa General Mitre
-34.6031,-58.4887,Villa del Parque,Villa del Parque
-34.6082,-58.4493,Caballito,Caballito
-34.6141,-58.4173,Almagro,Almagro
-34.5573,-58.4456,Belgrano,Belgrano
-34.5742,-58.4821,Villa Urquiza,Villa Urquiza
-34.5617,-58.4514,Belgrano,Belgrano
-34.6598,-58.5168,Mataderos,Mataderos
-34.5816,-58.4484,Chacarita,Chacarita
-34.6072,-58.4417,Caballito,Caballito
-34.5933,-58.4047,Recoleta,Recoleta
-34.6131,-58.3816,Monserrat,Monserrat
-34.9314,-57.9969,La Cumbre,La Cumbre
-34.5823,-58.4322,Palermo,Palermo
-34.6145,-58.4203,Almagro,Almagro
-34.5493,-58.4777,Saavedra,Saavedra
-34.9222,-57.9604,La Plata,La Plata
-34.6084,-58.4156,Almagro,Almagro
-34.6025,-58.4363,Villa Crespo,Villa Crespo
-34.5989,-58.4187,Almagro,Almagro
-34.6237,-58.5067,Monte Castro,Monte Castro
-34.5942,-58.4412,Villa Crespo,Villa Crespo
-34.5637,-58.4686,Belgrano,Belgrano
-34.5534,-58.4644,Núñez,Núñez
-34.6245,-58.4661,Flores,Flores
-34.5975,-58.4198,Palermo,Palermo
-34.6369,-58.4883,Vélez Sarsfield,Vélez Sarsfield
-34.9125,-57.9473,La Plata,La Plata
-34.5742,-58.4803,Villa Urquiza,Villa Urquiza
-34.5902,-58.4346,Palermo,Palermo
-34.6213,-58.444,Caballito,Caballito
-34.6039,-58.4057,Balvanera,Balvanera
-34.566,-58.4708,Belgrano,Belgrano
-34.5673,-58.4843,Villa Urquiza,Villa Urquiza
-34.6403,-58.4236,Nueva Pompeya,Nueva Pompeya
-34.6257,-58.3712,San Telmo,San Telmo
-34.6336,-58.469,Flores,Flores
-34.6149,-58.4597,Flores,Flores
-34.6281,-58.4293,Parque Chacabuco,Parque Chacabuco
-34.9207,-57.9671,La Plata,La Plata
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.5548,-58.4496,Belgrano,Belgrano
-34.5535,-58.4717,Núñez,Núñez
-34.6136,-58.4069,Balvanera,Balvanera
-34.6234,-58.3843,Constitución,Constitución
-34.6269,-58.4915,Vélez Sarsfield,Vélez Sarsfield
-34.5663,-58.4355,Palermo,Palermo
-34.6308,-58.4865,Vélez Sarsfield,Vélez Sarsfield
-34.5793,-58.4558,Chacarita,Chacarita
-34.5642,-58.4604,Belgrano,Belgrano
-34.6913,-58.469,Villa Riachuelo,Villa Riachuelo
-34.5838,-58.4018,Recoleta,Recoleta
-34.6159,-58.4406,Caballito,Caballito
-34.5969,-58.4405,Villa Crespo,Villa Crespo
-34.9479,-57.9536,La Plata,La Plata
-34.9144,-57.9401,La Plata,La Plata
-34.5878,-58.4063,Recoleta,Recoleta
-34.6169,-58.4654,Flores,Flores
-34.5617,-58.4824,Villa Urquiza,Villa Urquiza
-34.5973,-58.4456,Villa Crespo,Villa Crespo
-34.5382,-58.4693,Núñez,Núñez
-34.5745,-58.4752,Villa Urquiza,Villa Urquiza
-34.6153,-58.3963,Balvanera,Balvanera
-34.6072,-58.469,Villa General Mitre,Villa General Mitre
-34.6223,-58.5056,Monte Castro,Monte Castro
-34.6243,-58.45,Caballito,Caballito
-34.5511,-58.484,Saavedra,Saavedra
-34.6077,-58.4306,Caballito,Caballito
-34.6028,-58.4436,Villa Crespo,Villa Crespo
-34.6099,-58.4214,Almagro,Almagro
-34.6034,-58.5079,Villa Devoto,Villa Devoto
-34.6197,-58.4152,Almagro,Almagro
-34.6252,-58.468,Flores,Flores
-34.5822,-58.4727,Villa Ortúzar,Villa Ortúzar
-34.6083,-58.4162,Almagro,Almagro
-34.6172,-58.3903,Monserrat,Monserrat
-32.9523,-60.6285,Martin,Martin
-34.9041,-57.949,La Plata,La Plata
-34.5792,-58.4557,Chacarita,Chacarita
-34.6038,-58.4631,Villa General Mitre,Villa General Mitre
-34.5545,-58.4916,Saavedra,Saavedra
-34.609,-58.4347,Caballito,Caballito
-34.9144,-57.9388,La Plata,La Plata
-34.6227,-58.4626,Flores,Flores
-34.6251,-58.4529,Caballito,Caballito
-34.5964,-58.4423,Villa Crespo,Villa Crespo
-34.5801,-58.4474,Colegiales,Colegiales
-34.6269,-58.387,Constitución,Constitución
-34.6093,-58.4431,Caballito,Caballito
-34.6025,-58.4368,Villa Crespo,Villa Crespo
-34.6311,-58.409,Parque Patricios,Parque Patricios
-34.5884,-58.4786,Parque Chas,Parque Chas
-34.5986,-58.4212,Almagro,Almagro
-34.5575,-58.4489,Belgrano,Belgrano
-34.6016,-58.4328,Villa Crespo,Villa Crespo
-34.5877,-58.407,Recoleta,Recoleta
-34.6053,-58.4271,Almagro,Almagro
-34.6544,-58.4046,Nueva Pompeya,Nueva Pompeya
-34.6056,-58.4215,Almagro,Almagro
-34.6169,-58.4654,Flores,Flores
-34.5667,-58.4476,Palermo,Palermo
-34.6128,-58.4133,Balvanera,Balvanera
-34.5895,-58.4225,Palermo,Palermo
-34.6078,-58.4449,Caballito,Caballito
-34.5549,-58.4376,Belgrano,Belgrano
-34.5996,-58.427,Almagro,Almagro
-35.1208,-58.0568,Ángel Etcheverry,Ángel Etcheverry
-34.6869,-58.478,Villa Riachuelo,Villa Riachuelo
-34.6269,-58.3956,San Cristóbal,San Cristóbal
-34.6176,-58.5185,Villa Devoto,Villa Devoto
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.6299,-58.4053,Parque Patricios,Parque Patricios
-34.5977,-58.4194,Palermo,Palermo
-34.6057,-58.5159,Villa Devoto,Villa Devoto
-34.608,-58.3822,San Nicolás,San Nicolás
-34.6102,-58.4821,Villa Santa Rita,Villa Santa Rita
-34.5955,-58.4439,Villa Crespo,Villa Crespo
-34.6032,-58.4328,Almagro,Almagro
-34.5974,-58.396,Recoleta,Recoleta
-34.5945,-58.4423,Villa Crespo,Villa Crespo
-34.5968,-58.4216,Palermo,Palermo
-34.5504,-58.4947,Saavedra,Saavedra
-34.6151,-58.42,Almagro,Almagro
-34.5889,-58.4098,Recoleta,Recoleta
-34.5864,-58.4241,Palermo,Palermo
-34.6519,-58.4943,Mataderos,Mataderos
-34.5735,-58.4325,Palermo,Palermo
-34.5852,-58.4183,Palermo,Palermo
-34.5692,-58.4798,Villa Urquiza,Villa Urquiza
-34.5795,-58.4714,Villa Ortúzar,Villa Ortúzar
-34.6267,-58.4685,Flores,Flores
-34.6187,-58.4411,Caballito,Caballito
-34.6293,-58.4547,Flores,Flores
-34.924,-57.982,La Plata,La Plata
-34.6298,-58.3674,La Boca,La Boca
-34.5634,-58.4386,Palermo,Palermo
-34.6063,-58.4203,Almagro,Almagro
-34.6166,-58.4371,Caballito,Caballito
-34.5986,-58.439,Villa Crespo,Villa Crespo
-34.5867,-58.4096,Palermo,Palermo
-34.6046,-58.4206,Almagro,Almagro
-34.6247,-58.4367,Caballito,Caballito
-34.5923,-58.403,Recoleta,Recoleta
-34.6136,-58.3975,Balvanera,Balvanera
-34.6322,-58.4825,Floresta,Floresta
-34.5787,-58.4409,Colegiales,Colegiales
-34.6114,-58.421,Almagro,Almagro
-34.6183,-58.4454,Caballito,Caballito
-34.5738,-58.438,Palermo,Palermo
-34.6428,-58.4384,Parque Chacabuco,Parque Chacabuco
-34.5829,-58.4331,Palermo,Palermo
-34.6098,-58.3956,Balvanera,Balvanera
-34.6156,-58.3874,Monserrat,Monserrat
-34.6177,-58.4215,Almagro,Almagro
-34.6248,-58.4347,Caballito,Caballito
-34.5841,-58.4247,Palermo,Palermo
-34.5948,-58.4273,Palermo,Palermo
-34.606,-58.4527,Villa Crespo,Villa Crespo
-34.6072,-58.4019,Balvanera,Balvanera
-34.5898,-58.3963,Recoleta,Recoleta
-34.6345,-58.4347,Parque Chacabuco,Parque Chacabuco
-34.5955,-58.419,Palermo,Palermo
-34.5999,-58.4256,Almagro,Almagro
-34.5905,-58.4223,Palermo,Palermo
-34.6179,-58.4492,Caballito,Caballito
-34.6105,-58.4432,Caballito,Caballito
-34.5654,-58.4814,Villa Urquiza,Villa Urquiza
-34.5733,-58.4993,Villa Urquiza,Villa Urquiza
-34.5777,-58.4722,Villa Ortúzar,Villa Ortúzar
-34.5894,-58.4345,Palermo,Palermo
-34.601,-58.4109,Balvanera,Balvanera
-34.6297,-58.5193,Versalles,Versalles
-34.9239,-57.9696,La Plata,La Plata
-34.6037,-58.3816,San Nicolás,San Nicolás
-34.5965,-58.381,Retiro,Retiro
-34.6156,-58.4127,Balvanera,Balvanera
-34.6127,-58.4126,Balvanera,Balvanera
-34.59,-58.4238,Palermo,Palermo
-34.5768,-58.4342,Palermo,Palermo
-33.081,-68.4681,Distrito Ciudad de San Martín,Distrito Ciudad de San Martín
-34.9305,-57.9468,La Plata,La Plata
-34.581,-58.4493,Colegiales,Colegiales
-34.6349,-58.3904,Parque Patricios,Parque Patricios
-34.6358,-58.3624,La Boca,La Boca
-34.5499,-58.4746,Saavedra,Saavedra
-34.5687,-58.473,Villa Urquiza,Villa Urquiza
-34.6171,-58.4786,Villa Santa Rita,Villa Santa Rita
-34.6048,-58.4493,Villa Crespo,Villa Crespo
-34.5847,-58.4425,Palermo,Palermo
-34.8918,-58.0325,Manuel B. Gonnet,Manuel B. Gonnet
-34.606,-58.4299,Almagro,Almagro
-34.6186,-58.3829,Constitución,Constitución
-34.6372,-58.4902,Vélez Sarsfield,Vélez Sarsfield
-34.64,-58.5098,Villa Luro,Villa Luro
-34.6105,-58.3907,Monserrat,Monserrat
-34.5978,-58.4314,Villa Crespo,Villa Crespo
-34.5967,-58.4176,Palermo,Palermo
-34.9103,-57.9675,La Plata,La Plata
-34.598,-58.4161,Almagro,Almagro
-34.6111,-58.4104,Balvanera,Balvanera
-34.5631,-58.492,Villa Urquiza,Villa Urquiza
-34.6133,-58.3601,Puerto Madero,Puerto Madero
-34.611,-58.4009,Balvanera,Balvanera
-34.5988,-58.3793,Retiro,Retiro
-34.5957,-58.4436,Villa Crespo,Villa Crespo
-34.6229,-58.4395,Caballito,Caballito
-34.6059,-58.3949,Balvanera,Balvanera
-34.6167,-58.5178,Villa Devoto,Villa Devoto
-34.5988,-58.4892,Villa del Parque,Villa del Parque
-34.5949,-58.4232,Palermo,Palermo
-34.5883,-58.4095,Recoleta,Recoleta
-34.6016,-58.406,Balvanera,Balvanera
-34.5982,-58.3782,Retiro,Retiro
-34.5934,-58.4422,Villa Crespo,Villa Crespo
-34.6082,-58.421,Almagro,Almagro
-34.601,-58.4341,Villa Crespo,Villa Crespo
-34.5571,-58.4459,Belgrano,Belgrano
-33.081,-68.4681,Distrito Ciudad de San Martín,Distrito Ciudad de San Martín
-34.6331,-58.376,Barracas,Barracas
-34.5978,-58.4409,Villa Crespo,Villa Crespo
-34.5663,-58.4346,Palermo,Palermo
-34.6088,-58.4217,Almagro,Almagro
-34.59,-58.4475,Chacarita,Chacarita
-34.629,-58.4585,Flores,Flores
-34.5513,-58.4894,Saavedra,Saavedra
-34.6417,-58.3682,La Boca,La Boca
-34.5736,-58.4385,Palermo,Palermo
-34.5988,-58.4027,Recoleta,Recoleta
-34.5656,-58.4578,Belgrano,Belgrano
-34.5731,-58.4219,Palermo,Palermo
-34.5586,-58.4494,Belgrano,Belgrano
-34.5961,-58.4439,Villa Crespo,Villa Crespo
-34.5594,-58.4607,Belgrano,Belgrano
-34.6269,-58.387,Constitución,Constitución
-34.5766,-58.4352,Palermo,Palermo
-34.599,-58.4133,Almagro,Almagro
-34.6168,-58.4562,Caballito,Caballito
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.6004,-58.4297,Almagro,Almagro
-34.5723,-58.441,Colegiales,Colegiales
-34.6299,-58.3717,Barracas,Barracas
-34.5689,-58.4438,Palermo,Palermo
-34.5832,-58.4449,Chacarita,Chacarita
-34.603,-58.4286,Almagro,Almagro
-34.6161,-58.4455,Caballito,Caballito
-34.6532,-58.4777,Parque Avellaneda,Parque Avellaneda
-34.6217,-58.4391,Caballito,Caballito
-34.5885,-58.4286,Palermo,Palermo
-34.6103,-58.5123,Villa Devoto,Villa Devoto
-34.5867,-58.4229,Palermo,Palermo
-34.5461,-58.4765,Saavedra,Saavedra
-34.5728,-58.4781,Villa Urquiza,Villa Urquiza
-34.637,-58.4612,Flores,Flores
-34.5503,-58.4535,Núñez,Núñez
-34.5793,-58.4558,Chacarita,Chacarita
-34.5464,-58.4588,Núñez,Núñez
-34.5428,-58.4601,Núñez,Núñez
-34.5978,-58.3898,Recoleta,Recoleta
-34.5975,-58.4198,Palermo,Palermo
-34.6241,-58.4812,Floresta,Floresta
-34.6053,-58.4271,Almagro,Almagro
-34.6032,-58.4328,Almagro,Almagro
-34.5998,-58.3736,San Nicolás,San Nicolás
-34.5987,-58.3741,San Nicolás,San Nicolás
-34.5881,-58.3904,Recoleta,Recoleta
-34.6049,-58.3636,Puerto Madero,Puerto Madero
-32.9384,-60.6616,Alberto Olmedo,Alberto Olmedo
-34.6235,-58.399,San Cristóbal,San Cristóbal
-34.6082,-58.4493,Caballito,Caballito
-34.5486,-58.472,Saavedra,Saavedra
-34.9098,-57.95,La Plata,La Plata
-34.5848,-58.4386,Palermo,Palermo
-34.6427,-58.4379,Parque Chacabuco,Parque Chacabuco
-34.5826,-58.4697,Villa Ortúzar,Villa Ortúzar
-34.6007,-58.4434,Villa Crespo,Villa Crespo
-34.5419,-58.4783,Saavedra,Saavedra
-34.5575,-58.4806,Coghlan,Coghlan
-34.596,-58.4994,Villa Devoto,Villa Devoto
-34.6052,-58.4249,Almagro,Almagro
-34.6092,-58.4431,Caballito,Caballito
-34.5977,-58.4161,Palermo,Palermo
-34.5901,-58.4202,Palermo,Palermo
-34.5889,-58.4098,Recoleta,Recoleta
-34.5882,-58.4128,Palermo,Palermo
-34.5984,-58.4271,Almagro,Almagro
-34.5582,-58.4627,Belgrano,Belgrano
-34.582,-58.4304,Palermo,Palermo
-34.6255,-58.3752,San Telmo,San Telmo
-34.5934,-58.4422,Villa Crespo,Villa Crespo
-34.577,-58.4908,Villa Urquiza,Villa Urquiza
-34.6012,-58.4753,La Paternal,La Paternal
-34.9166,-57.9368,La Plata,La Plata
-34.5676,-58.4951,Villa Urquiza,Villa Urquiza
-34.5678,-58.4351,Palermo,Palermo
-34.612,-58.5028,Monte Castro,Monte Castro
-34.6107,-58.4421,Caballito,Caballito
-34.6202,-58.4022,San Cristóbal,San Cristóbal
-34.5567,-58.4628,Belgrano,Belgrano
-34.5788,-58.4284,Palermo,Palermo
-34.5544,-58.4582,Belgrano,Belgrano
-34.5475,-58.4587,Núñez,Núñez
-34.6306,-58.4186,Boedo,Boedo
-34.5899,-58.4015,Recoleta,Recoleta
-34.5886,-58.422,Palermo,Palermo
-34.5793,-58.4558,Chacarita,Chacarita
-34.5656,-58.4697,Belgrano,Belgrano
-34.6159,-58.4406,Caballito,Caballito
-34.5587,-58.4625,Belgrano,Belgrano
-34.6422,-58.5,Villa Luro,Villa Luro
-34.6335,-58.3617,La Boca,La Boca
-29.5359,-62.267,Selva,Selva
-34.5806,-58.47,Villa Ortúzar,Villa Ortúzar
-34.5911,-58.437,Villa Crespo,Villa Crespo
-34.6376,-58.449,Parque Chacabuco,Parque Chacabuco
-34.5839,-58.4665,Villa Ortúzar,Villa Ortúzar
-34.5968,-58.4073,Recoleta,Recoleta
-34.6017,-58.4303,Almagro,Almagro
-34.64,-58.4387,Parque Chacabuco,Parque Chacabuco
-34.5982,-58.43,Villa Crespo,Villa Crespo
-34.6161,-58.4394,Caballito,Caballito
-34.9222,-57.9685,La Plata,La Plata
-34.5803,-58.4131,Palermo,Palermo
-34.6037,-58.4421,Villa Crespo,Villa Crespo
-34.5804,-58.4518,Chacarita,Chacarita
-34.9354,-57.9337,La Plata,La Plata
-34.6011,-58.4381,Villa Crespo,Villa Crespo
-34.621,-58.4738,Flores,Flores
-34.6287,-58.3721,Barracas,Barracas
-34.6218,-58.481,Villa Santa Rita,Villa Santa Rita
-34.6157,-58.3932,Balvanera,Balvanera
-34.6083,-58.4278,Almagro,Almagro
-34.5939,-58.4662,La Paternal,La Paternal
-34.5896,-58.4355,Palermo,Palermo
-34.6174,-58.3727,San Telmo,San Telmo
-34.5537,-58.437,Belgrano,Belgrano
-34.586,-58.4134,Palermo,Palermo
-34.6016,-58.4142,Almagro,Almagro
-34.633,-58.4839,Vélez Sarsfield,Vélez Sarsfield
-34.9299,-57.9555,La Plata,La Plata
-34.5603,-58.4638,Belgrano,Belgrano
-34.596,-58.44,Villa Crespo,Villa Crespo
-34.5918,-58.4152,Palermo,Palermo
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.5976,-58.4208,Palermo,Palermo
-34.6367,-58.3647,La Boca,La Boca
-34.5901,-58.3989,Recoleta,Recoleta
-34.5606,-58.4714,Coghlan,Coghlan
-34.621,-58.5155,Monte Castro,Monte Castro
-34.5901,-58.4493,Chacarita,Chacarita
-34.9235,-57.9319,La Plata,La Plata
-34.6049,-58.4222,Almagro,Almagro
-34.6182,-58.3941,Balvanera,Balvanera
-34.605,-58.458,Caballito,Caballito
-34.5973,-58.4241,Palermo,Palermo
-34.6124,-58.3946,Balvanera,Balvanera
-34.6021,-58.4212,Almagro,Almagro
-34.5795,-58.5096,Villa Pueyrredón,Villa Pueyrredón
-34.5901,-58.4493,Chacarita,Chacarita
-34.5977,-58.4393,Villa Crespo,Villa Crespo
-34.6102,-58.3608,Puerto Madero,Puerto Madero
-34.599,-58.4133,Almagro,Almagro
-34.5948,-58.4273,Palermo,Palermo
-34.662,-58.5129,Mataderos,Mataderos
-34.8969,-57.9567,La Plata,La Plata
-34.5534,-58.4498,Belgrano,Belgrano
-34.6187,-58.4411,Caballito,Caballito
-34.6314,-58.4008,Parque Patricios,Parque Patricios
-34.5793,-58.4558,Chacarita,Chacarita
-34.5899,-58.4075,Recoleta,Recoleta
-34.5958,-58.4083,Recoleta,Recoleta
-34.5426,-58.4636,Núñez,Núñez
-34.6353,-58.4676,Flores,Flores
-34.5803,-58.425,Palermo,Palermo
-34.5967,-58.4409,Villa Crespo,Villa Crespo
-34.5579,-58.4699,Núñez,Núñez
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.6243,-58.3651,San Telmo,San Telmo
-34.6044,-58.4711,Villa General Mitre,Villa General Mitre
-34.5919,-58.5,Agronomía,Agronomía
-34.6088,-58.4491,Caballito,Caballito
-34.6198,-58.3767,San Telmo,San Telmo
-34.5794,-58.4708,Villa Ortúzar,Villa Ortúzar
-34.5649,-58.4656,Belgrano,Belgrano
-34.6188,-58.4992,Monte Castro,Monte Castro
-34.6198,-58.373,San Telmo,San Telmo
-34.6099,-58.434,Caballito,Caballito
-34.5792,-58.4696,Villa Ortúzar,Villa Ortúzar
-34.5977,-58.3961,Recoleta,Recoleta
-34.6122,-58.418,Almagro,Almagro
-34.5793,-58.4558,Chacarita,Chacarita
-34.6601,-58.5031,Mataderos,Mataderos
-34.5873,-58.388,Recoleta,Recoleta
-34.569,-58.456,Colegiales,Colegiales
-34.5581,-58.4429,Belgrano,Belgrano
-34.5918,-58.4126,Palermo,Palermo
-34.6003,-58.41,Balvanera,Balvanera
-34.5987,-58.4974,Villa del Parque,Villa del Parque
-34.6282,-58.3595,La Boca,La Boca
-34.6059,-58.4501,Villa Crespo,Villa Crespo
-34.6054,-58.4276,Almagro,Almagro
-34.5965,-58.4318,Villa Crespo,Villa Crespo
-34.5876,-58.4286,Palermo,Palermo
-34.6002,-58.4552,Villa Crespo,Villa Crespo
-34.6455,-58.4595,Flores,Flores
-34.5719,-58.447,Colegiales,Colegiales
-34.567,-58.4724,Belgrano,Belgrano
-34.5555,-58.4553,Belgrano,Belgrano
-34.6399,-58.4798,Parque Avellaneda,Parque Avellaneda
-34.9217,-57.9686,La Plata,La Plata
-34.5969,-58.4262,Villa Crespo,Villa Crespo
-34.5922,-58.4469,Chacarita,Chacarita
-34.6041,-58.461,Villa General Mitre,Villa General Mitre
-34.6056,-58.4304,Almagro,Almagro
-34.599,-58.44,Villa Crespo,Villa Crespo
-34.5981,-58.4236,Almagro,Almagro
-34.6502,-58.5222,Liniers,Liniers
-34.6009,-58.4347,Villa Crespo,Villa Crespo
-34.6379,-58.4299,Parque Chacabuco,Parque Chacabuco
-34.6016,-58.4142,Almagro,Almagro
-34.5494,-58.4693,Saavedra,Saavedra
-34.5699,-58.4833,Villa Urquiza,Villa Urquiza
-34.601,-58.4255,Almagro,Almagro
-34.6033,-58.4183,Almagro,Almagro
-34.5553,-58.4928,Saavedra,Saavedra
-34.6348,-58.4757,Floresta,Floresta
-34.5934,-58.4422,Villa Crespo,Villa Crespo
-34.6178,-58.4011,Balvanera,Balvanera
-34.5958,-58.4178,Palermo,Palermo
-34.9365,-57.9366,La Plata,La Plata
-34.6037,-58.3816,San Nicolás,San Nicolás
-34.6098,-58.3956,Balvanera,Balvanera
-34.6033,-58.4528,Villa Crespo,Villa Crespo
-34.5957,-58.4436,Villa Crespo,Villa Crespo
-34.6156,-58.3746,Monserrat,Monserrat
-34.5982,-58.43,Villa Crespo,Villa Crespo
-34.9259,-57.945,La Plata,La Plata
-34.5782,-58.4147,Palermo,Palermo
-34.6235,-58.4372,Caballito,Caballito
-34.6183,-58.5294,Villa Real,Villa Real
-34.5926,-58.4441,Villa Crespo,Villa Crespo
-34.6439,-58.5267,Liniers,Liniers
-34.5856,-58.5047,Villa Pueyrredón,Villa Pueyrredón
-34.5778,-58.495,Villa Urquiza,Villa Urquiza
-34.6729,-58.4811,Villa Lugano,Villa Lugano
-34.9215,-57.9367,La Plata,La Plata
-34.5808,-58.4911,Villa Urquiza,Villa Urquiza
-34.6072,-58.4165,Almagro,Almagro
-34.6262,-58.45,Caballito,Caballito
-34.5898,-58.4207,Palermo,Palermo
-34.626,-58.4512,Caballito,Caballito
-34.6854,-58.4814,Villa Lugano,Villa Lugano
-34.5711,-58.4307,Palermo,Palermo
-34.629,-58.4585,Flores,Flores
-34.6039,-58.411,Balvanera,Balvanera
-34.574,-58.4229,Palermo,Palermo
-34.5886,-58.4939,Agronomía,Agronomía
-34.6355,-58.4403,Parque Chacabuco,Parque Chacabuco
-34.6192,-58.3605,Puerto Madero,Puerto Madero
-34.5822,-58.4686,Villa Ortúzar,Villa Ortúzar
-34.9243,-57.9621,La Plata,La Plata
-34.5665,-58.4373,Palermo,Palermo
-34.6205,-58.4396,Caballito,Caballito
-34.6074,-58.4052,Balvanera,Balvanera
-34.6336,-58.5094,Villa Luro,Villa Luro
-34.5883,-58.4304,Palermo,Palermo
-34.5656,-58.4697,Belgrano,Belgrano
-34.5812,-58.4312,Palermo,Palermo
-34.9242,-57.9265,La Plata,La Plata
-34.5894,-58.4345,Palermo,Palermo
-34.6253,-58.4151,Boedo,Boedo
-34.5797,-58.4294,Palermo,Palermo
-34.9192,-57.9325,La Plata,La Plata
-34.5643,-58.4655,Belgrano,Belgrano
-34.596,-58.4451,Villa Crespo,Villa Crespo
-34.5978,-58.4409,Villa Crespo,Villa Crespo
-34.6048,-58.4227,Almagro,Almagro
-34.6035,-58.5053,Villa Devoto,Villa Devoto
-34.6162,-58.4592,Flores,Flores
-34.5857,-58.3943,Recoleta,Recoleta
-34.6171,-58.3618,Puerto Madero,Puerto Madero
-34.5756,-58.4843,Villa Urquiza,Villa Urquiza
-34.6037,-58.3816,San Nicolás,San Nicolás
-34.6116,-58.5068,Villa Devoto,Villa Devoto
-34.6048,-58.4554,Villa Crespo,Villa Crespo
-34.6012,-58.4485,Villa Crespo,Villa Crespo
-34.606,-58.4307,Caballito,Caballito
-34.9212,-57.9679,La Plata,La Plata
-34.6659,-58.4716,Villa Lugano,Villa Lugano
-34.6187,-58.4711,Villa General Mitre,Villa General Mitre
-34.6249,-58.3769,Constitución,Constitución
-34.6179,-58.5004,Monte Castro,Monte Castro
-34.5866,-58.3969,Recoleta,Recoleta
-34.6024,-58.4365,Villa Crespo,Villa Crespo
-34.6,-58.4,Balvanera,Balvanera
-34.6467,-58.5182,Liniers,Liniers
-34.6623,-58.487,Mataderos,Mataderos
-34.5994,-58.3866,San Nicolás,San Nicolás
-34.6007,-58.4298,Almagro,Almagro
-34.6192,-58.4077,Balvanera,Balvanera
-34.5994,-58.4119,Balvanera,Balvanera
-34.5737,-58.4212,Palermo,Palermo
-34.6125,-58.4618,Villa General Mitre,Villa General Mitre
-34.5917,-58.4178,Palermo,Palermo
-34.5974,-58.3798,Retiro,Retiro
-34.9256,-57.9556,La Plata,La Plata
-34.6137,-58.4237,Almagro,Almagro
-34.6009,-58.4024,Balvanera,Balvanera
-34.602,-58.4349,Villa Crespo,Villa Crespo
-34.9253,-57.9623,La Plata,La Plata
-34.6173,-58.5124,Monte Castro,Monte Castro
-34.5896,-58.4012,Recoleta,Recoleta
-34.5784,-58.5093,Villa Pueyrredón,Villa Pueyrredón
-34.6104,-58.3617,Puerto Madero,Puerto Madero
-34.5996,-58.4031,Balvanera,Balvanera
-34.5694,-58.4924,Villa Urquiza,Villa Urquiza
-34.6019,-58.4698,La Paternal,La Paternal
-34.5927,-58.3863,Retiro,Retiro
-34.6032,-58.4328,Almagro,Almagro
-34.6124,-58.4302,Caballito,Caballito
-34.6337,-58.44,Parque Chacabuco,Parque Chacabuco
-34.5898,-58.4076,Recoleta,Recoleta
-34.6273,-58.4442,Caballito,Caballito
-34.5745,-58.491,Villa Urquiza,Villa Urquiza
-34.6003,-58.431,Villa Crespo,Villa Crespo
-34.621,-58.5033,Monte Castro,Monte Castro
-34.5601,-58.4626,Belgrano,Belgrano
-34.6384,-58.4135,Boedo,Boedo
-34.601,-58.4331,Villa Crespo,Villa Crespo
-34.6032,-58.4181,Almagro,Almagro
-34.5974,-58.4145,Recoleta,Recoleta
-34.586,-58.404,Recoleta,Recoleta
-34.5674,-58.4046,Palermo,Palermo
-34.5688,-58.4488,Colegiales,Colegiales
-34.6414,-58.5206,Liniers,Liniers
-34.5811,-58.4135,Palermo,Palermo
-34.9023,-57.9586,La Plata,La Plata
-34.5974,-58.3952,Recoleta,Recoleta
